Help!	बचाओ!
Edit the current package option	मौजूदा पैकेज विकल्प का संपादन करें
Remove the current package option	मौजूदा पैकेज विकल्प को मिटाएँ
Reset to the default list of packages	पैकेज की डिफ़ॉल्ट सूची में रीसेट करें
Margins are set for single side output	हाशिए सिंगल साइड आउटपुट के लिए सेट हैं
Left and right pages differ in page margins	पृष्ठ हाशिए में दायाँ तथा बायाँ पृष्ठ भिन्न हैं
Puts formula numbers on the left side	सूत्र क्रमांकों को बाएँ तरफ रखता है
Aligns formulas on the left side	सूत्रों को बाएँ तरफ पंक्तिबद्ध करता है
Puts title and abstract on an extra page	शीर्षक तथा एब्सट्रेक्ट को एक अतिरिक्त पृष्ठ पर रखता है
Puts title and abstract on the same page as the text	शीर्षक तथा एब्सट्रेक्ट को एक ही पृष्ठ पर पाठ की तरह रखता है
Puts the text in one column	पाठ को एक ही स्तम्भ में रखता है
Puts the text in two columns	पाठ को दो स्तम्भों में रखता है
Formats the bibliography in open style	ग्रन्थसूची को ओपन स्टाइल में फ़ॉर्मेट करता है
Chapters may start on top of every page	पृष्ठ के शीर्ष से अध्याय प्रारंभ हो सकते हैं
Chapters may only start on top of right pages	सिर्फ दाएँ पृष्ठ के शीर्ष से ही अध्याय प्रारंभ हो सकते हैं
Cause the header to be counted as text	हेडर को पाठ के रूप में गिनना संभव बनाता है
Cause the header to be counted as border	हेडर को किनारा के रूप में गिनना संभव बनाता है
Cause the footer to be counted as text	फूटर को पाठ के रूप में गिनना संभव बनाता है
Cause the footer to be counted as border	फूटर को किनारा के रूप में गिनना संभव बनाता है
Enables the default for an empty left page	रिक्त बाएँ पृष्ठ के लिए डिफ़ॉल्ट सक्षम बनाता है
Use a line to separate the header from the text body	पाठ भाग से हेडर को अलग करने के लिए एक लकीर का उपयोग करें
Use no line to separate the header from the text body	पाठ भाग से हेडर को अलग करने के लिए एक लकीर का उपयोग नहीं करें
Use a line to separate the footer from the text body	पाठ भाग से फूटर को अलग करने के लिए एक लकीर का उपयोग करें
Use no line to separate the footer from the text body	पाठ भाग से फूटर को अलग करने के लिए एक लकीर का उपयोग नहीं करें
Normal paragraph spacing of one line	एक पंक्ति का सामान्य पैराग्राफ जगह
Paragraph spacing of half a line	आधी पंक्ति का पैराग्राफ जगह
Normal great title font sizes	शीर्षकों के लिए सामान्य बड़े फ़ॉन्ट आकार
Small font sizes for titles	शीर्षकों के लिए छोटे फ़ॉन्ट आकार
